Date,Open,High,Low,Close,Adj Close,Volume
2016-12-06,0.024000,0.024000,0.024000,0.024000,0.024000,28000
2016-12-07,0.024000,0.024000,0.024000,0.024000,0.024000,0
2016-12-08,0.024000,0.024000,0.024000,0.024000,0.024000,0
2016-12-09,0.024000,0.024000,0.024000,0.024000,0.024000,0
2016-12-12,0.024000,0.024000,0.024000,0.024000,0.024000,0
2016-12-13,0.024000,0.024000,0.024000,0.024000,0.024000,0
2016-12-14,0.021000,0.021000,0.017000,0.017000,0.017000,204000
2016-12-15,0.017000,0.017000,0.017000,0.017000,0.017000,0
2016-12-16,0.017000,0.017000,0.017000,0.017000,0.017000,0
2016-12-19,0.017000,0.017000,0.017000,0.017000,0.017000,0
2016-12-20,0.017000,0.017000,0.017000,0.017000,0.017000,0
2016-12-21,0.017000,0.017000,0.017000,0.017000,0.017000,0
2016-12-22,0.017000,0.017000,0.017000,0.017000,0.017000,0
2016-12-23,0.017000,0.017000,0.017000,0.017000,0.017000,0
2016-12-27,0.017000,0.017000,0.017000,0.017000,0.017000,0
2016-12-28,0.017000,0.017000,0.017000,0.017000,0.017000,0
2016-12-29,0.017000,0.017000,0.017000,0.017000,0.017000,0
2016-12-30,0.018000,0.018000,0.017000,0.017000,0.017000,704300
2017-01-03,0.017000,0.017000,0.017000,0.017000,0.017000,0
2017-01-04,0.017000,0.017000,0.017000,0.017000,0.017000,0
2017-01-05,0.017000,0.017000,0.017000,0.017000,0.017000,0
2017-01-06,0.017000,0.017000,0.017000,0.017000,0.017000,0
2017-01-09,0.017000,0.017000,0.017000,0.017000,0.017000,0
2017-01-10,0.018000,0.020000,0.018000,0.019000,0.019000,514300
2017-01-11,0.019000,0.019000,0.019000,0.019000,0.019000,0
2017-01-12,0.019000,0.019000,0.019000,0.019000,0.019000,0
2017-01-13,0.019000,0.019000,0.019000,0.019000,0.019000,0
2017-01-16,0.017000,0.017000,0.017000,0.017000,0.017000,100000
2017-01-17,0.017000,0.017000,0.017000,0.017000,0.017000,0
2017-01-18,0.017000,0.017000,0.017000,0.017000,0.017000,0
2017-01-19,0.017000,0.017000,0.017000,0.017000,0.017000,0
2017-01-20,0.017000,0.017000,0.017000,0.017000,0.017000,0
2017-01-23,0.017000,0.017000,0.017000,0.017000,0.017000,0
2017-01-24,0.017000,0.017000,0.017000,0.017000,0.017000,0
2017-01-25,0.017000,0.017000,0.017000,0.017000,0.017000,0
2017-01-26,0.017000,0.017000,0.017000,0.017000,0.017000,0
2017-01-27,0.017000,0.017000,0.017000,0.017000,0.017000,0
2017-01-31,0.017000,0.017000,0.017000,0.017000,0.017000,0
2017-02-01,0.017000,0.017000,0.017000,0.017000,0.017000,0
2017-02-02,0.017000,0.017000,0.017000,0.017000,0.017000,0
2017-02-03,0.017000,0.017000,0.017000,0.017000,0.017000,0
2017-02-06,0.017000,0.017000,0.017000,0.017000,0.017000,0
2017-02-07,0.017000,0.017000,0.017000,0.017000,0.017000,0
2017-02-08,0.017000,0.017000,0.017000,0.017000,0.017000,0
2017-02-09,0.017000,0.017000,0.017000,0.017000,0.017000,0
2017-02-10,0.017000,0.017000,0.017000,0.017000,0.017000,0
2017-02-13,0.017000,0.017000,0.017000,0.017000,0.017000,0
2017-02-14,0.017000,0.017000,0.017000,0.017000,0.017000,0
2017-02-15,0.017000,0.017000,0.017000,0.017000,0.017000,0
2017-02-16,0.017000,0.017000,0.017000,0.017000,0.017000,0
2017-02-17,0.017000,0.017000,0.017000,0.017000,0.017000,0
2017-02-20,0.017000,0.017000,0.017000,0.017000,0.017000,0
2017-02-21,0.017000,0.017000,0.017000,0.017000,0.017000,0
2017-02-22,0.017000,0.017000,0.017000,0.017000,0.017000,0
2017-02-23,0.017000,0.017000,0.017000,0.017000,0.017000,0
2017-02-24,0.017000,0.017000,0.017000,0.017000,0.017000,0
2017-02-27,0.018000,0.018000,0.018000,0.018000,0.018000,9000
2017-02-28,0.018000,0.018000,0.018000,0.018000,0.018000,0
2017-03-01,0.019000,0.019000,0.019000,0.019000,0.019000,250000
2017-03-02,0.019000,0.019000,0.019000,0.019000,0.019000,0
2017-03-03,0.019000,0.019000,0.019000,0.019000,0.019000,0
2017-03-06,0.019000,0.019000,0.019000,0.019000,0.019000,0
2017-03-07,0.019000,0.019000,0.019000,0.019000,0.019000,0
2017-03-08,0.019000,0.019000,0.019000,0.019000,0.019000,0
2017-03-09,0.020000,0.024000,0.020000,0.024000,0.024000,2300400
2017-03-10,0.025000,0.037000,0.025000,0.030000,0.030000,23302300
2017-03-13,0.030000,0.031000,0.026000,0.028000,0.028000,1401200
2017-03-14,0.026000,0.028000,0.025000,0.028000,0.028000,566900
2017-03-15,0.026000,0.030000,0.026000,0.027000,0.027000,2703600
2017-03-16,0.027000,0.028000,0.027000,0.028000,0.028000,1039000
2017-03-17,0.027000,0.030000,0.027000,0.027000,0.027000,3637600
2017-03-20,0.026000,0.027000,0.026000,0.026000,0.026000,1225000
2017-03-21,0.026000,0.026000,0.026000,0.026000,0.026000,0
2017-03-22,0.025000,0.025000,0.025000,0.025000,0.025000,100000
2017-03-23,0.025000,0.025000,0.025000,0.025000,0.025000,0
2017-03-24,0.025000,0.025000,0.024000,0.024000,0.024000,760000
2017-03-27,0.023000,0.023000,0.023000,0.023000,0.023000,59900
2017-03-28,0.023000,0.023000,0.023000,0.023000,0.023000,0
2017-03-29,0.028000,0.028000,0.028000,0.028000,0.028000,80000
2017-03-30,0.028000,0.028000,0.028000,0.028000,0.028000,0
2017-03-31,0.025000,0.025000,0.025000,0.025000,0.025000,300000
2017-04-03,0.024000,0.025000,0.024000,0.025000,0.025000,160000
2017-04-04,0.025000,0.025000,0.025000,0.025000,0.025000,0
2017-04-05,0.025000,0.025000,0.025000,0.025000,0.025000,0
2017-04-06,0.025000,0.025000,0.025000,0.025000,0.025000,0
2017-04-07,0.025000,0.025000,0.025000,0.025000,0.025000,67000
2017-04-10,0.025000,0.025000,0.025000,0.025000,0.025000,200000
2017-04-11,0.025000,0.025000,0.025000,0.025000,0.025000,0
2017-04-12,0.025000,0.025000,0.025000,0.025000,0.025000,0
2017-04-13,0.025000,0.025000,0.025000,0.025000,0.025000,39000
2017-04-17,0.025000,0.025000,0.025000,0.025000,0.025000,0
2017-04-18,0.025000,0.025000,0.025000,0.025000,0.025000,74700
2017-04-19,0.025000,0.025000,0.025000,0.025000,0.025000,0
2017-04-20,0.025000,0.025000,0.025000,0.025000,0.025000,0
2017-04-21,0.025000,0.025000,0.022000,0.022000,0.022000,60000
2017-04-24,0.022000,0.022000,0.022000,0.022000,0.022000,0
2017-04-25,0.023000,0.023000,0.023000,0.023000,0.023000,320000
2017-04-26,0.023000,0.023000,0.023000,0.023000,0.023000,0
2017-04-27,0.023000,0.023000,0.023000,0.023000,0.023000,0
2017-04-28,0.023000,0.023000,0.023000,0.023000,0.023000,60000
2017-05-02,0.023000,0.023000,0.023000,0.023000,0.023000,0
2017-05-03,0.023000,0.023000,0.023000,0.023000,0.023000,50000
2017-05-04,0.023000,0.023000,0.023000,0.023000,0.023000,0
2017-05-05,0.023000,0.023000,0.023000,0.023000,0.023000,0
2017-05-08,0.023000,0.023000,0.023000,0.023000,0.023000,0
2017-05-09,0.022000,0.022000,0.022000,0.022000,0.022000,60000
2017-05-11,0.022000,0.022000,0.022000,0.022000,0.022000,0
2017-05-12,0.021000,0.021000,0.021000,0.021000,0.021000,50000
2017-05-15,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-05-16,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-05-17,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-05-18,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-05-19,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-05-22,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-05-23,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-05-24,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-05-25,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-05-26,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-05-29,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-05-30,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-05-31,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-06-01,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-06-02,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-06-05,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-06-06,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-06-07,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-06-08,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-06-09,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-06-12,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-06-13,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-06-14,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-06-15,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-06-16,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-06-19,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-06-20,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-06-21,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-06-22,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-06-23,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-06-27,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-06-28,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-06-29,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-06-30,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-07-03,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-07-04,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-07-05,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-07-06,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-07-07,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-07-10,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-07-11,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-07-12,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-07-13,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-07-14,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-07-17,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-07-18,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-07-19,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-07-20,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-07-21,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-07-24,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-07-25,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-07-26,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-07-27,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-07-28,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-07-31,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-08-01,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-08-02,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-08-03,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-08-04,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-08-07,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-08-08,0.020000,0.020000,0.020000,0.020000,0.020000,27000
2017-08-10,0.020000,0.020000,0.020000,0.020000,0.020000,0
2017-08-11,0.020000,0.020000,0.020000,0.020000,0.020000,360000
2017-08-14,0.020000,0.020000,0.020000,0.020000,0.020000,30000
2017-08-15,0.020000,0.020000,0.020000,0.020000,0.020000,0
2017-08-16,0.020000,0.020000,0.020000,0.020000,0.020000,0
2017-08-17,0.020000,0.020000,0.020000,0.020000,0.020000,0
2017-08-18,0.020000,0.020000,0.020000,0.020000,0.020000,0
2017-08-21,0.020000,0.020000,0.020000,0.020000,0.020000,0
2017-08-22,0.020000,0.021000,0.020000,0.021000,0.021000,310000
2017-08-23,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-08-24,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-08-25,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-08-28,0.021000,0.021000,0.021000,0.021000,0.021000,0
2017-08-29,0.020000,0.020000,0.020000,0.020000,0.020000,699000
2017-08-30,0.020000,0.020000,0.020000,0.020000,0.020000,0
2017-08-31,0.020000,0.020000,0.020000,0.020000,0.020000,0
2017-09-04,0.020000,0.020000,0.020000,0.020000,0.020000,0
2017-09-05,0.020000,0.020000,0.020000,0.020000,0.020000,0
2017-09-06,0.020000,0.020000,0.020000,0.020000,0.020000,0
2017-09-07,0.020000,0.020000,0.020000,0.020000,0.020000,0
2017-09-08,0.020000,0.020000,0.020000,0.020000,0.020000,0
2017-09-11,0.016000,0.016000,0.014000,0.014000,0.014000,900000
2017-09-12,0.015000,0.020000,0.015000,0.020000,0.020000,1801000
2017-09-13,0.020000,0.022000,0.020000,0.022000,0.022000,200000
2017-09-14,0.022000,0.022000,0.022000,0.022000,0.022000,0
2017-09-15,0.022000,0.022000,0.022000,0.022000,0.022000,0
2017-09-18,0.022000,0.022000,0.022000,0.022000,0.022000,0
2017-09-19,0.022000,0.022000,0.022000,0.022000,0.022000,0
2017-09-20,0.022000,0.022000,0.022000,0.022000,0.022000,0
2017-09-21,0.022000,0.022000,0.022000,0.022000,0.022000,0
2017-09-22,0.022000,0.022000,0.022000,0.022000,0.022000,0
2017-09-25,0.022000,0.022000,0.022000,0.022000,0.022000,0
2017-09-26,0.022000,0.022000,0.022000,0.022000,0.022000,0
2017-09-27,0.022000,0.022000,0.022000,0.022000,0.022000,0
2017-09-28,0.022000,0.022000,0.022000,0.022000,0.022000,0
2017-09-29,0.022000,0.022000,0.022000,0.022000,0.022000,0
2017-10-02,0.022000,0.022000,0.022000,0.022000,0.022000,0
2017-10-03,0.022000,0.022000,0.022000,0.022000,0.022000,0
2017-10-04,0.022000,0.022000,0.022000,0.022000,0.022000,0
2017-10-05,0.022000,0.022000,0.022000,0.022000,0.022000,0
2017-10-06,0.022000,0.022000,0.022000,0.022000,0.022000,0
2017-10-09,0.016000,0.018000,0.016000,0.017000,0.017000,1241900
2017-10-10,0.017000,0.017000,0.017000,0.017000,0.017000,0
2017-10-11,0.016000,0.016000,0.016000,0.016000,0.016000,810000
2017-10-12,0.016000,0.016000,0.016000,0.016000,0.016000,0
2017-10-13,0.016000,0.016000,0.016000,0.016000,0.016000,0
2017-10-16,0.016000,0.016000,0.016000,0.016000,0.016000,0
2017-10-17,0.016000,0.016000,0.016000,0.016000,0.016000,0
2017-10-19,0.016000,0.016000,0.016000,0.016000,0.016000,0
2017-10-20,0.016000,0.016000,0.016000,0.016000,0.016000,0
2017-10-23,0.016000,0.016000,0.016000,0.016000,0.016000,0
2017-10-24,0.016000,0.016000,0.016000,0.016000,0.016000,0
2017-10-25,0.018000,0.018000,0.018000,0.018000,0.018000,100800
2017-10-26,0.018000,0.018000,0.018000,0.018000,0.018000,0
2017-10-27,0.018000,0.018000,0.018000,0.018000,0.018000,0
2017-10-30,0.018000,0.018000,0.018000,0.018000,0.018000,0
2017-10-31,0.018000,0.018000,0.018000,0.018000,0.018000,0
2017-11-01,0.018000,0.018000,0.018000,0.018000,0.018000,0
2017-11-02,0.018000,0.018000,0.018000,0.018000,0.018000,0
2017-11-03,0.018000,0.018000,0.018000,0.018000,0.018000,0
2017-11-06,0.018000,0.018000,0.018000,0.018000,0.018000,170000
2017-11-07,0.018000,0.018000,0.018000,0.018000,0.018000,0
2017-11-08,0.018000,0.018000,0.018000,0.018000,0.018000,0
2017-11-09,0.018000,0.018000,0.018000,0.018000,0.018000,0
2017-11-10,0.018000,0.018000,0.018000,0.018000,0.018000,0
2017-11-13,0.018000,0.018000,0.018000,0.018000,0.018000,0
2017-11-14,0.018000,0.018000,0.018000,0.018000,0.018000,61000
2017-11-15,0.018000,0.018000,0.018000,0.018000,0.018000,90000
2017-11-16,0.018000,0.018000,0.018000,0.018000,0.018000,0
2017-11-17,0.018000,0.018000,0.018000,0.018000,0.018000,0
2017-11-20,0.018000,0.018000,0.018000,0.018000,0.018000,0
2017-11-21,0.018000,0.018000,0.018000,0.018000,0.018000,0
2017-11-22,0.018000,0.018000,0.018000,0.018000,0.018000,0
2017-11-23,0.018000,0.018000,0.018000,0.018000,0.018000,0
2017-11-24,0.018000,0.018000,0.018000,0.018000,0.018000,0
2017-11-27,0.018000,0.018000,0.018000,0.018000,0.018000,0
2017-11-28,0.018000,0.018000,0.018000,0.018000,0.018000,0
2017-11-29,0.018000,0.018000,0.018000,0.018000,0.018000,0
2017-11-30,0.018000,0.018000,0.018000,0.018000,0.018000,0
2017-12-01,0.018000,0.018000,0.018000,0.018000,0.018000,0
2017-12-04,0.018000,0.018000,0.018000,0.018000,0.018000,0
2017-12-05,0.018000,0.018000,0.018000,0.018000,0.018000,0
2017-12-06,0.018000,0.018000,0.018000,0.018000,0.018000,0
2017-12-07,0.019000,0.019000,0.016000,0.016000,0.016000,280100
2017-12-08,0.016000,0.016000,0.016000,0.016000,0.016000,0
2017-12-11,0.016000,0.016000,0.016000,0.016000,0.016000,0
2017-12-12,0.016000,0.016000,0.016000,0.016000,0.016000,0
2017-12-13,0.016000,0.016000,0.016000,0.016000,0.016000,16000
2017-12-14,0.016000,0.016000,0.016000,0.016000,0.016000,0
2017-12-15,0.016000,0.016000,0.016000,0.016000,0.016000,0
2017-12-18,0.016000,0.016000,0.016000,0.016000,0.016000,0
2017-12-19,0.016000,0.016000,0.016000,0.016000,0.016000,0
2017-12-20,0.016000,0.016000,0.016000,0.016000,0.016000,0
2017-12-21,0.016000,0.016000,0.016000,0.016000,0.016000,0
2017-12-22,0.016000,0.016000,0.016000,0.016000,0.016000,0
2017-12-26,0.016000,0.016000,0.016000,0.016000,0.016000,0
2017-12-27,0.016000,0.016000,0.016000,0.016000,0.016000,5000
2017-12-28,0.016000,0.016000,0.016000,0.016000,0.016000,0
2017-12-29,0.016000,0.016000,0.016000,0.016000,0.016000,0
2018-01-02,0.016000,0.016000,0.016000,0.016000,0.016000,0
2018-01-03,0.016000,0.016000,0.016000,0.016000,0.016000,0
2018-01-04,0.016000,0.016000,0.016000,0.016000,0.016000,0
2018-01-05,0.016000,0.016000,0.016000,0.016000,0.016000,0
2018-01-08,0.016000,0.016000,0.016000,0.016000,0.016000,0
2018-01-09,0.016000,0.016000,0.016000,0.016000,0.016000,0
2018-01-10,0.016000,0.016000,0.016000,0.016000,0.016000,0
2018-01-11,0.016000,0.016000,0.016000,0.016000,0.016000,0
2018-01-12,0.016000,0.016000,0.016000,0.016000,0.016000,0
2018-01-15,0.016000,0.016000,0.016000,0.016000,0.016000,0
2018-01-16,0.016000,0.016000,0.016000,0.016000,0.016000,0
2018-01-17,0.016000,0.016000,0.016000,0.016000,0.016000,0
2018-01-18,0.016000,0.016000,0.016000,0.016000,0.016000,0
2018-01-19,0.017000,0.025000,0.017000,0.023000,0.023000,1198000
2018-01-22,0.018000,0.022000,0.018000,0.018000,0.018000,2320500
2018-01-23,0.020000,0.024000,0.018000,0.020000,0.020000,2552400
2018-01-24,0.020000,0.020000,0.020000,0.020000,0.020000,0
2018-01-25,0.019000,0.019000,0.019000,0.019000,0.019000,50000
2018-01-26,0.018000,0.018000,0.018000,0.018000,0.018000,500000
2018-01-29,0.018000,0.018000,0.018000,0.018000,0.018000,0
2018-01-30,0.018000,0.018000,0.018000,0.018000,0.018000,0
2018-01-31,0.017000,0.017000,0.017000,0.017000,0.017000,50000
2018-02-01,0.019000,0.020000,0.018000,0.020000,0.020000,1020000
2018-02-02,0.019000,0.024000,0.019000,0.022000,0.022000,5519800
2018-02-05,0.022000,0.022000,0.022000,0.022000,0.022000,0
2018-02-06,0.022000,0.022000,0.022000,0.022000,0.022000,0
2018-02-07,0.022000,0.022000,0.022000,0.022000,0.022000,0
2018-02-08,0.022000,0.022000,0.022000,0.022000,0.022000,0
2018-02-09,0.018000,0.019000,0.018000,0.018000,0.018000,950200
2018-02-12,0.018000,0.018000,0.018000,0.018000,0.018000,389800
2018-02-13,0.018000,0.018000,0.018000,0.018000,0.018000,0
2018-02-14,0.018000,0.018000,0.018000,0.018000,0.018000,0
2018-02-15,0.018000,0.018000,0.018000,0.018000,0.018000,0
2018-02-19,0.028000,0.028000,0.018000,0.019000,0.019000,120000
2018-02-20,0.018000,0.018000,0.018000,0.018000,0.018000,1682400
2018-02-21,0.018000,0.018000,0.017000,0.018000,0.018000,1682400
2018-02-22,0.018000,0.018000,0.018000,0.018000,0.018000,0
2018-02-23,0.018000,0.018000,0.018000,0.018000,0.018000,0
2018-02-26,0.018000,0.018000,0.018000,0.018000,0.018000,0
2018-02-27,0.018000,0.018000,0.018000,0.018000,0.018000,0
2018-02-28,0.018000,0.018000,0.018000,0.018000,0.018000,0
2018-03-01,0.018000,0.018000,0.018000,0.018000,0.018000,0
2018-03-02,0.018000,0.018000,0.018000,0.018000,0.018000,284000
2018-03-05,0.018000,0.018000,0.018000,0.018000,0.018000,0
2018-03-06,0.017000,0.017000,0.017000,0.017000,0.017000,250000
2018-03-07,0.017000,0.017000,0.017000,0.017000,0.017000,0
2018-03-08,0.017000,0.017000,0.017000,0.017000,0.017000,0
2018-03-09,0.018000,0.018000,0.018000,0.018000,0.018000,180000
2018-03-12,0.018000,0.018000,0.018000,0.018000,0.018000,0
2018-03-13,0.018000,0.018000,0.018000,0.018000,0.018000,0
2018-03-14,0.017000,0.017000,0.017000,0.017000,0.017000,100000
2018-03-15,0.017000,0.017000,0.017000,0.017000,0.017000,0
2018-03-16,0.017000,0.017000,0.017000,0.017000,0.017000,0
2018-03-19,0.017000,0.017000,0.017000,0.017000,0.017000,0
2018-03-20,0.017000,0.017000,0.017000,0.017000,0.017000,0
2018-03-21,0.017000,0.018000,0.017000,0.018000,0.018000,288600
2018-03-22,0.018000,0.018000,0.018000,0.018000,0.018000,0
2018-03-23,0.018000,0.018000,0.018000,0.018000,0.018000,0
2018-03-26,0.018000,0.018000,0.018000,0.018000,0.018000,0
2018-03-27,0.018000,0.018000,0.018000,0.018000,0.018000,0
2018-03-28,0.018000,0.018000,0.018000,0.018000,0.018000,0
2018-03-29,0.018000,0.018000,0.018000,0.018000,0.018000,0
2018-04-02,0.018000,0.018000,0.018000,0.018000,0.018000,0
2018-04-03,0.018000,0.018000,0.018000,0.018000,0.018000,500000
2018-04-04,0.018000,0.018000,0.018000,0.018000,0.018000,0
2018-04-05,0.018000,0.018000,0.018000,0.018000,0.018000,0
2018-04-06,0.018000,0.018000,0.018000,0.018000,0.018000,0
2018-04-09,0.018000,0.018000,0.018000,0.018000,0.018000,0
2018-04-10,0.018000,0.018000,0.018000,0.018000,0.018000,0
2018-04-11,0.018000,0.018000,0.018000,0.018000,0.018000,0
2018-04-12,0.018000,0.018000,0.018000,0.018000,0.018000,0
2018-04-13,0.018000,0.018000,0.018000,0.018000,0.018000,0
2018-04-16,0.018000,0.018000,0.018000,0.018000,0.018000,0
2018-04-17,0.018000,0.018000,0.018000,0.018000,0.018000,0
